"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","DBH"
"1","Loyola","2","Private","Private","Y","Y1005","AB","ABBA","ABBA","Abies Balsamea",16.5
"2","Loyola","2","Private","Private","Y","Y1005","AB","ABBA","ABBA","Abies Balsamea",8.1
"3","Loyola","2","Private","Private","Y","Y1011","AB","ABBA","ABBA","Abies Balsamea",16.7
"4","Loyola","2","Private","Private","Y","Y1046","AB","ABBA","ABBA","Abies Balsamea",5.2
"5","Loyola","2","Private","Private","Y","Y1076","AB","ABBA","ABBA","Abies Balsamea",7.2
"6","Loyola","2","Private","Private","Y","Y1076","AB","ABBA","ABBA","Abies Balsamea",8
"7","Loyola","2","Private","Private","Y","Y1076","AB","ABBA","ABBA","Abies Balsamea",4.8
"8","Loyola","2","Private","Private","Y","Y1076","AB","ABBA","ABBA","Abies Balsamea",8.7
"9","Loyola","2","Private","Private","Y","Y1086","AB","ABBA","ABBA","Abies Balsamea",14.6
"10","Loyola","2","Public","Park","P","P1001","AC","ACFR","ACFR","Acer Freemannii 'Armstrong'",4.9
"11","Loyola","2","Public","Park","P","P1001","AC","ACFR","ACFR","Acer Freemannii 'Armstrong'",5
"12","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii 'Autumn Blaze'",4.8
"13","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",4.9
"14","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",7.7
"15","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",17.4
"16","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",21.5
"17","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",21.8
"18","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",22.9
"19","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",24.4
"20","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",28
"21","Loyola","2","Public","Park","P","P1005","AC","ACFR","ACFR","Acer Freemannii",32.9
"22","Loyola","2","Public","Park","P","P1006","AC","ACFR","ACFR","Acer Freemannii",59.7
"23","Loyola","2","Public","Park","P","P1006","AC","ACFR","ACFR","Acer Freemannii",19.8
"24","Loyola","2","Public","Park","P","P1007","AC","ACFR","ACFR","Acer Freemannii",16.5
"25","Loyola","2","Public","Park","P","P1007","AC","ACFR","ACFR","Acer Freemannii",18.7
"26","Loyola","2","Private","Inst","I","I1016","AC","ACFR","ACFR","Acer Freemannii",84.6
"27","Loyola","2","Private","Inst","I","I1016","AC","ACFR","ACFR","Acer Freemannii",9.7
"28","Loyola","2","Private","Inst","I","I1002","AC","ACFR","ACFR","Acer Freemannii",13.4
"29","Loyola","2","Private","Inst","I","I1006","AC","ACFR","ACFR","Acer Freemannii",83.1
"30","Loyola","2","Private","Inst","I","I1006","AC","ACFR","ACFR","Acer Freemannii",68
"31","Loyola","2","Public","Row","S","S1015","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",7.4
"32","Loyola","2","Public","Row","S","S1027","AC","ACFR","ACFR","Acer x freemanii 'Marmo'",NA
"33","Loyola","2","Public","Row","S","S1048","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",12.7
"34","Loyola","2","Public","Row","S","S1051","AC","ACFR","ACFR","Acer x freemanii 'Armstrong'",4.5
"35","Loyola","2","Public","Row","S","S1051","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",33
"36","Loyola","2","Public","Row","S","S1051","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",38.3
"37","Loyola","2","Public","Row","S","S1062","AC","ACFR","ACFR","Acer x 'freemannii'",56.1
"38","Loyola","2","Public","Row","S","S1064","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",27.8
"39","Loyola","2","Public","Row","S","S1066","AC","ACFR","ACFR","Acer x freemanii 'Autumn Fantasy'",14.4
"40","Loyola","2","Public","Row","S","S1066","AC","ACFR","ACFR","Acer x freemanii 'Autumn Fantasy'",11
"41","Loyola","2","Public","Row","S","S1068","AC","ACFR","ACFR","Acer x freemanii 'Armstrong'",9.6
"42","Loyola","2","Public","Row","S","S1068","AC","ACFR","ACFR","Acer x freemanii 'Armstrong'",9.6
"43","Loyola","2","Public","Row","S","S1075","AC","ACFR","ACFR","Acer x freemanii",81.2
"44","Loyola","2","Public","Row","S","S1076","AC","ACFR","ACFR","Acer x freemanii",48.9
"45","Loyola","2","Public","Row","S","S1077","AC","ACFR","ACFR","Acer x freemanii 'Firefall'",16.8
"46","Loyola","2","Public","Row","S","S1077","AC","ACFR","ACFR","Acer rubrum 'Armstrong'",29.6
"47","Loyola","2","Public","Row","S","S1077","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",4.9
"48","Loyola","2","Public","Row","S","S1093","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",5
"49","Loyola","2","Public","Row","S","S1098","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",22.2
"50","Loyola","2","Public","Row","S","S1098","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",24.3
"51","Loyola","2","Public","Row","S","S1098","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",7.7
"52","Loyola","2","Public","Row","S","S1098","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",29.2
"53","Loyola","2","Public","Row","S","S1098","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",6.7
"54","Loyola","2","Public","Row","S","S1101","AC","ACFR","ACFR","Acer x freemanii 'Marmo'",6
"55","Loyola","2","Public","Row","S","S1102","AC","ACFR","ACFR","Acer x freemanii 'Autumn Blaze'",35.4
"56","Loyola","2","Public","Row","S","S1105","AC","ACFR","ACFR","Acer x freemanii 'Celebration'",15.5
"57","Loyola","2","Private","Private","Y","Y1016","AC","ACFR","ACFR","Acer Freemannii",71.6
"58","Loyola","2","Private","Private","Y","Y1017","AC","ACFR","ACFR","Acer Freemannii",55.9
"59","Loyola","2","Private","Private","Y","Y1066","AC","ACFR","ACFR","Acer Freemannii",6.6
"60","Loyola","2","Public","Park","P","P1002","AC","ACGI","ACGI","Acer Ginnala",27.4
"61","Loyola","2","Public","Park","P","P1002","AC","ACGI","ACGI","Acer Ginnala",34.6
"62","Loyola","2","Public","Park","P","P1002","AC","ACGI","ACGI","Acer Ginnala",38.5
"63","Loyola","2","Public","Park","P","P1002","AC","ACGI","ACGI","Acer Ginnala",40.1
"64","Loyola","2","Public","Park","P","P1002","AC","ACGI","ACGI","Acer Ginnala",49.6
"65","Loyola","2","Public","Park","P","P1006","AC","ACGI","ACGI","Acer Ginnala",23
"66","Loyola","2","Private","Inst","I","I1015","AC","ACGI","ACGI","Acer Ginnala",6.2
"67","Loyola","2","Private","Inst","I","I1015","AC","ACGI","ACGI","Acer Ginnala",5.8
"68","Loyola","2","Private","Inst","I","I1015","AC","ACGI","ACGI","Acer Ginnala",6.4
"69","Loyola","2","Public","Row","S","S1019","AC","ACGI","ACGI","Acer ginnala 'Flame'",5.3
"70","Loyola","2","Public","Row","S","S1054","AC","ACGI","ACGI","Acer ginnala 'Flame'",6.4
"71","Loyola","2","Public","Row","S","S1055","AC","ACGI","ACGI","Acer ginnala 'Ruby Slippers'",5.5
"72","Loyola","2","Public","Row","S","S1065","AC","ACGI","ACGI","Acer ginnala 'Flame'",16
"73","Loyola","2","Public","Row","S","S1082","AC","ACGI","ACGI","Acer ginnala 'Flame'",9.3
"74","Loyola","2","Public","Row","S","S1094","AC","ACGI","ACGI","Acer ginnala 'Flame'",6.6
"75","Loyola","2","Private","Private","Y","Y1050","AC","ACGI","ACGI","Acer Ginnala",12.9
"76","Loyola","2","Private","Private","Y","Y1059","AC","ACGI","ACGI","Acer Ginnala",5.2
"77","Loyola","2","Public","Row","S","S1021","AC","ACMI","ACMIMO","Acer miyabei 'Morton' (State Street TM)",18.7
"78","Loyola","2","Public","Row","S","S1033","AC","ACMI","ACMIMO","Acer miyabei 'Morton' (State Street TM)",10.9
"79","Loyola","2","Public","Row","S","S1054","AC","ACMI","ACMIMO","Acer miyabei 'Morton' (State Street TM)",7.8
"80","Loyola","2","Public","Row","S","S1065","AC","ACMI","ACMIMO","Acer miyabei 'Morton' (State Street TM)",11
"81","Loyola","2","Public","Row","S","S1067","AC","ACMI","ACMIMO","Acer miyabei 'Morton' (State Street TM)",7.9
"82","Loyola","2","Public","Row","S","S1077","AC","ACMI","ACMIMO","Acer miyabei 'Morton' (State Street TM)",6.9
"83","Loyola","2","Public","Park","P","P1001","AC","ACNE","ACNE","Acer Negundo",9.3
"84","Loyola","2","Public","Park","P","P1001","AC","ACNE","ACNE","Picea Pungens",20.3
"85","Loyola","2","Public","Park","P","P1001","AC","ACNE","ACNE","Acer Negundo",20.3
"86","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",5.2
"87","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",6.7
"88","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",17.3
"89","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",36.1
"90","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",48.5
"91","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",58.9
"92","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",64.1
"93","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",69.6
"94","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",70
"95","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",85.9
"96","Loyola","2","Public","Park","P","P1002","AC","ACNE","ACNE","Acer Negundo",147.4
"97","Loyola","2","Public","Park","P","P1003","AC","ACNE","ACNE","Acer Negundo",5.6
"98","Loyola","2","Public","Park","P","P1003","AC","ACNE","ACNE","Acer Negundo",7.7
"99","Loyola","2","Public","Park","P","P1003","AC","ACNE","ACNE","Acer Negundo",48
"100","Loyola","2","Public","Park","P","P1006","AC","ACNE","ACNE","Acer Negundo",53
"101","Loyola","2","Public","Park","P","P1007","AC","ACNE","ACNE","Acer Negundo",47.7
"102","Loyola","2","Private","Inst","I","I1013","AC","ACNE","ACNE","Acer Negundo",14.5
"103","Loyola","2","Private","Inst","I","I1001","AC","ACNE","ACNE","Acer Negundo",12.1
"104","Loyola","2","Private","Inst","I","I1001","AC","ACNE","ACNE","Acer Negundo",42.6
"105","Loyola","2","Private","Inst","I","I1015","AC","ACNE","ACNE","Acer Negundo",15.3
"106","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",117
"107","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",31.1
"108","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",33.3
"109","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",37.7
"110","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",34.7
"111","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",45.5
"112","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",30.6
"113","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",45
"114","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",103.7
"115","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",78
"116","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",79.8
"117","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",138
"118","Loyola","2","Private","Inst","I","I1009","AC","ACNE","ACNE","Acer Negundo",52.7
"119","Loyola","2","Private","Inst","I","I1010","AC","ACNE","ACNE","Acer Negundo",30.5
"120","Loyola","2","Private","Inst","I","I1010","AC","ACNE","ACNE","Acer Negundo",29.5
"121","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",60.8
"122","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",55.9
"123","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",51.6
"124","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",39.2
"125","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",49.1
"126","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",35.1
"127","Loyola","2","Private","Inst","I","I1003","AC","ACNE","ACNE","Acer Negundo",54.4
"128","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",63.1
"129","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",79.4
"130","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",103.6
"131","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",89.7
"132","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",9
"133","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",6.9
"134","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",21.6
"135","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",7.8
"136","Loyola","2","Private","Inst","I","I1016","AC","ACNE","ACNE","Acer Negundo",4.7
"137","Loyola","2","Private","Inst","I","I1005","AC","ACNE","ACNE","Acer Negundo",22.1
"138","Loyola","2","Private","Inst","I","I1005","AC","ACNE","ACNE","Acer Negundo",21
"139","Loyola","2","Private","Inst","I","I1006","AC","ACNE","ACNE","Acer Negundo",9.2
"140","Loyola","2","Private","Inst","I","I1006","AC","ACNE","ACNE","Acer Negundo",6.7
"141","Loyola","2","Public","Row","S","S1035","AC","ACNE","ACNE","Acer negundo",26
"142","Loyola","2","Public","Row","S","S1091","AC","ACNE","ACNE","Acer negundo",26.7
"143","Loyola","2","Private","Private","Y","Y1002","AC","ACNE","ACNE","Acer Negundo",35
"144","Loyola","2","Private","Private","Y","Y1004","AC","ACNE","ACNE","Acer Negundo",42
"145","Loyola","2","Private","Private","Y","Y1004","AC","ACNE","ACNE","Acer Negundo",30.6
"146","Loyola","2","Private","Private","Y","Y1014","AC","ACNE","ACNE","Acer Negundo",29
"147","Loyola","2","Private","Private","Y","Y1025","AC","ACNE","ACNE","Acer Negundo",13.4
"148","Loyola","2","Private","Private","Y","Y1035","AC","ACNE","ACNE","Acer Negundo",28.6
"149","Loyola","2","Private","Private","Y","Y1037","AC","ACNE","ACNE","Acer Negundo",57.9
"150","Loyola","2","Private","Private","Y","Y1046","AC","ACNE","ACNE","Acer Negundo",52.2
"151","Loyola","2","Private","Private","Y","Y1048","AC","ACNE","ACNE","Acer Negundo",41.6
"152","Loyola","2","Private","Private","Y","Y1048","AC","ACNE","ACNE","Acer Negundo",35.8
"153","Loyola","2","Private","Private","Y","Y1048","AC","ACNE","ACNE","Acer Negundo",41.7
"154","Loyola","2","Private","Private","Y","Y1056","AC","ACNE","ACNE","Acer Negundo",22.5
"155","Loyola","2","Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",35.6
"156","Loyola","2","Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",65.9
"157","Loyola","2","Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",33.8
"158","Loyola","2","Private","Private","Y","Y1062","AC","ACNE","ACNE","Acer Negundo",53.4
"159","Loyola","2","Private","Private","Y","Y1069","AC","ACNE","ACNE","Acer Negundo",81.2
"160","Loyola","2","Private","Private","Y","Y1069","AC","ACNE","ACNE","Acer Negundo",27.8
"161","Loyola","2","Private","Private","Y","Y1069","AC","ACNE","ACNE","Acer Negundo",27.8
"162","Loyola","2","Private","Private","Y","Y1004","AC","ACPA","ACPA","Acer Palmatum",6.4
"163","Loyola","2","Private","Private","Y","Y1009","AC","ACPA","ACPA","Acer Palmatum",10.6
"164","Loyola","2","Private","Private","Y","Y1021","AC","ACPA","ACPA","Acer Palmatum",5.3
"165","Loyola","2","Private","Private","Y","Y1023","AC","ACPA","ACPA","Acer Palmatum",30.1
"166","Loyola","2","Private","Private","Y","Y1046","AC","ACPA","ACPA","Acer Palmatum",7.5
"167","Loyola","2","Private","Private","Y","Y1051","AC","ACPA","ACPA","Acer Palmatum",15.4
"168","Loyola","2","Private","Private","Y","Y1062","AC","ACPA","ACPA","Acer Palmatum",8.4
"169","Loyola","2","Private","Private","Y","Y1062","AC","ACPA","ACPA","Acer Palmatum",6.3
"170","Loyola","2","Private","Private","Y","Y1062","AC","ACPA","ACPA","Acer Palmatum",8.9
"171","Loyola","2","Private","Private","Y","Y1081","AC","ACPA","ACPA","Acer Palmatum",35.9
"172","Loyola","2","Private","Private","Y","Y1081","AC","ACPA","ACPA","Acer Palmatum",7.1
"173","Loyola","2","Private","Private","Y","Y1081","AC","ACPA","ACPA","Acer Palmatum",8.4
"174","Loyola","2","Private","Private","Y","Y1088","AC","ACPA","ACPA","Acer Palmatum",46.1
"175","Loyola","2","Private","Private","Y","Y1088","AC","ACPA","ACPA","Acer Palmatum",65
"176","Loyola","2","Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",21.5
"177","Loyola","2","Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",23.6
"178","Loyola","2","Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",24
"179","Loyola","2","Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",25.6
"180","Loyola","2","Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",29.6
"181","Loyola","2","Public","Park","P","P1001","AC","ACPL","ACPL","Acer Platanoides",30.9
"182","Loyola","2","Public","Park","P","P1002","AC","ACPL","ACPL","Acer Platanoides",10.2
"183","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",5.7
"184","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",6.5
"185","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides 'Deborah'",6.6
"186","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",9
"187","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",12.9
"188","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",15.2
"189","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",18.7
"190","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",21.5
"191","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",24.4
"192","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",24.7
"193","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.3
"194","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.3
"195","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.6
"196","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",25.9
"197","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26
"198","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.1
"199","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.2
"200","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.7
"201","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",26.8
"202","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",27.4
"203","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",28.6
"204","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29
"205","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29
"206","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29
"207","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29
"208","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29.6
"209","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",29.8
"210","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",30.7
"211","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",31.5
"212","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",31.8
"213","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",31.9
"214","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",32.3
"215","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",32.4
"216","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",32.7
"217","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",33.5
"218","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",34.1
"219","Loyola","2","Public","Park","P","P1005","AC","ACPL","ACPL","Acer Platanoides",35.4
