"","X.x","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code.x","Species.Latin.x","DBH","X.y","Cultivar.Code.y","Species.Latin.y","Species.Common","Native_SLL","Native_ETF","Origin.Source","Comments"
"3249",3249,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3250",3250,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3251",3251,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3252",3252,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3253",3253,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3254",3254,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",17.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3255",3255,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3256",3256,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3257",3257,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3258",3258,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3259",3259,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",18.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3260",3260,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",19.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3261",3261,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",19.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3262",3262,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",19.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3263",3263,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",20.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3264",3264,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",20.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3265",3265,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",20.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3266",3266,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",21.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3267",3267,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",21.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3268",3268,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",21.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3269",3269,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",22.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3270",3270,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",23,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3271",3271,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",23.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3272",3272,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",24.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3273",3273,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",24.9,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3274",3274,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3275",3275,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3276",3276,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3277",3277,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3278",3278,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3279",3279,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",25.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3280",3280,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3281",3281,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3282",3282,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3283",3283,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3284",3284,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",26.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3285",3285,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",27.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3286",3286,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",32.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3287",3287,"Loyola",2,"Public","Park","P","P1002","TH","THOC","THOC","Thuja Occidentalis",10.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3288",3288,"Loyola",2,"Public","Park","P","P1004","TH","THOC","THOC","Thuja Occidentalis",10.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3289",3289,"Loyola",2,"Public","Park","P","P1004","TH","THOC","THOC","Thuja Occidentalis",13.9,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3290",3290,"Loyola",2,"Public","Park","P","P1004","TH","THOC","THOC","Thuja Occidentalis",16.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3291",3291,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",14.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3292",3292,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",16.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3293",3293,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",17.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3294",3294,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",21.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3295",3295,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",23.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3296",3296,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",23.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3297",3297,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",26.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3298",3298,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",27.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3299",3299,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",34.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3300",3300,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",34.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3301",3301,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",35.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3302",3302,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",39.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3303",3303,"Loyola",2,"Public","Park","P","P1005","TH","THOC","THOC","Thuja Occidentalis",46.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3304",3304,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3305",3305,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3306",3306,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3307",3307,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3308",3308,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",5.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3309",3309,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3310",3310,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3311",3311,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3312",3312,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3313",3313,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3314",3314,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3315",3315,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3316",3316,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3317",3317,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3318",3318,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",6.9,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3319",3319,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3320",3320,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3321",3321,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3322",3322,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3323",3323,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3324",3324,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3325",3325,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3326",3326,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",7.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3327",3327,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3328",3328,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3329",3329,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3330",3330,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3331",3331,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",8.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3332",3332,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3333",3333,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3334",3334,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3335",3335,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3336",3336,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",9.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3337",3337,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",11.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3338",3338,"Loyola",2,"Public","Park","P","P1003","TH","THOC","THOC","Thuja Occidentalis",17.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3339",3339,"Loyola",2,"Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",10.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3340",3340,"Loyola",2,"Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",6.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3341",3341,"Loyola",2,"Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",10.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3342",3342,"Loyola",2,"Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",9.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3343",3343,"Loyola",2,"Private","Inst","I","I1012","TH","THOC","THOC","Thuja Occidentalis",9.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3344",3344,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",68.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3345",3345,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",59.9,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3346",3346,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",26.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3347",3347,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",20,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3348",3348,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",6.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3349",3349,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",9.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3350",3350,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",8.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3351",3351,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",10,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3352",3352,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",11.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3353",3353,"Loyola",2,"Private","Inst","I","I1004","TH","THOC","THOC","Thuja Occidentalis",4.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3354",3354,"Loyola",2,"Private","Inst","I","I1001","TH","THOC","THOC","Thuja Occidentalis",11.8,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3355",3355,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",17.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3356",3356,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",29.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3357",3357,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",24.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3358",3358,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",19.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3359",3359,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",26.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3360",3360,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",28.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3361",3361,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",31.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3362",3362,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",22.9,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3363",3363,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",14.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3364",3364,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",13.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3365",3365,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",16.1,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3366",3366,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",14.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3367",3367,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",17.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3368",3368,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",13.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3369",3369,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",13.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3370",3370,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",16.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3371",3371,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",11.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3372",3372,"Loyola",2,"Private","Inst","I","I1009","TH","THOC","THOC","Thuja Occidentalis",9.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
