"","X.x","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code.x","Species.Latin.x","DBH","X.y","Cultivar.Code.y","Species.Latin.y","Species.Common","Native_SLL","Native_ETF","Origin.Source","Comments"
"3111",3111,"Loyola",2,"Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",59.9,137,"SYRE","Syringa reticulata","Japanese Tree Lilac","N","N","USDA/Mortens",""
"3112",3112,"Loyola",2,"Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",39.6,137,"SYRE","Syringa reticulata","Japanese Tree Lilac","N","N","USDA/Mortens",""
"3113",3113,"Loyola",2,"Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",52.3,137,"SYRE","Syringa reticulata","Japanese Tree Lilac","N","N","USDA/Mortens",""
"3114",3114,"Loyola",2,"Private","Private","Y","Y1066","SY","SYRE","SYRE","Syringa Reticulata",16.1,137,"SYRE","Syringa reticulata","Japanese Tree Lilac","N","N","USDA/Mortens",""
"3115",3115,"Loyola",2,"Private","Private","Y","Y1081","SY","SYRE","SYRE","Syringa Reticulata",36.4,137,"SYRE","Syringa reticulata","Japanese Tree Lilac","N","N","USDA/Mortens",""
"3116",3116,"Loyola",2,"Public","Park","P","P1007","SY","SYVU","SYVU","Syngria Vulgaris",61.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3117",3117,"Loyola",2,"Private","Inst","I","I1004","SY","SYVU","SYVU","Syringa Vulgaris",32.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3118",3118,"Loyola",2,"Private","Inst","I","I1004","SY","SYVU","SYVU","Syringa Vulgaris",29.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3119",3119,"Loyola",2,"Private","Inst","I","I1004","SY","SYVU","SYVU","Syringa Vulgaris",88.6,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3120",3120,"Loyola",2,"Private","Inst","I","I1015","SY","SYVU","SYVU","Syringa Vulgaris",17.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3121",3121,"Loyola",2,"Private","Inst","I","I1009","SY","SYVU","SYVU","Syringa Vulgaris",8.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3122",3122,"Loyola",2,"Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",33.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3123",3123,"Loyola",2,"Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",26.9,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3124",3124,"Loyola",2,"Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",16.2,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3125",3125,"Loyola",2,"Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",41.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3126",3126,"Loyola",2,"Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",20.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3127",3127,"Loyola",2,"Private","Inst","I","I1011","SY","SYVU","SYVU","Syringa Vulgaris",22.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3128",3128,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",33.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3129",3129,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",53.2,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3130",3130,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",6.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3131",3131,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",16.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3132",3132,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",7.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3133",3133,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",7.6,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3134",3134,"Loyola",2,"Private","Inst","I","I1003","SY","SYVU","SYVU","Syringa Vulgaris",9.9,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3135",3135,"Loyola",2,"Private","Inst","I","I1016","SY","SYVU","SYVU","Syngria Vulgaris",24.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3136",3136,"Loyola",2,"Private","Inst","I","I1002","SY","SYVU","SYVU","Syringa Vulgaris",50.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3137",3137,"Loyola",2,"Private","Inst","I","I1002","SY","SYVU","SYVU","Syringa Vulgaris",34.9,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3138",3138,"Loyola",2,"Private","Inst","I","I1002","SY","SYVU","SYVU","Syringa Vulgaris",11.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3139",3139,"Loyola",2,"Private","Private","Y","Y1001","SY","SYVU","SYVU","Syringa Vulgaris",15.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3140",3140,"Loyola",2,"Private","Private","Y","Y1001","SY","SYVU","SYVU","Syngria Vulgaris",15.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3141",3141,"Loyola",2,"Private","Private","Y","Y1006","SY","SYVU","SYVU","Syngria Vulgaris",11.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3142",3142,"Loyola",2,"Private","Private","Y","Y1006","SY","SYVU","SYVU","Syngria Vulgaris",15.7,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3143",3143,"Loyola",2,"Private","Private","Y","Y1008","SY","SYVU","SYVU","Syringa Vulgaris",35.7,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3144",3144,"Loyola",2,"Private","Private","Y","Y1010","SY","SYVU","SYVU","Syringa Vulgaris",10.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3145",3145,"Loyola",2,"Private","Private","Y","Y1012","SY","SYVU","SYVU","Syringa Vulgaris",21.6,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3146",3146,"Loyola",2,"Private","Private","Y","Y1012","SY","SYVU","SYVU","Syringa Vulgaris",10.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3147",3147,"Loyola",2,"Private","Private","Y","Y1012","SY","SYVU","SYVU","Syringa Vulgaris",11.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3148",3148,"Loyola",2,"Private","Private","Y","Y1013","SY","SYVU","SYVU","Syngria Vulgaris",5.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3149",3149,"Loyola",2,"Private","Private","Y","Y1015","SY","SYVU","SYVU","Syngria Vulgaris",46,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3150",3150,"Loyola",2,"Private","Private","Y","Y1027","SY","SYVU","SYVU","Syringa Vulgaris",7.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3151",3151,"Loyola",2,"Private","Private","Y","Y1032","SY","SYVU","SYVU","Syringa Vulgaris",13.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3152",3152,"Loyola",2,"Private","Private","Y","Y1048","SY","SYVU","SYVU","Syringa Vulgaris",45.2,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3153",3153,"Loyola",2,"Private","Private","Y","Y1048","SY","SYVU","SYVU","Syringa Vulgaris",33.9,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3154",3154,"Loyola",2,"Private","Private","Y","Y1048","SY","SYVU","SYVU","Syringa Vulgaris",6.7,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3155",3155,"Loyola",2,"Private","Private","Y","Y1049","SY","SYVU","SYVU","Syringa Vulgaris",65.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3156",3156,"Loyola",2,"Private","Private","Y","Y1053","SY","SYVU","SYVU","Syringa Vulgaris",4.9,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3157",3157,"Loyola",2,"Private","Private","Y","Y1054","SY","SYVU","SYVU","Syringa Vulgaris",22.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3158",3158,"Loyola",2,"Private","Private","Y","Y1054","SY","SYVU","SYVU","Syringa Vulgaris",19.6,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3159",3159,"Loyola",2,"Private","Private","Y","Y1054","SY","SYVU","SYVU","Syringa Vulgaris",30.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3160",3160,"Loyola",2,"Private","Private","Y","Y1054","SY","SYVU","SYVU","Syngria Vulgaris",40.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3161",3161,"Loyola",2,"Private","Private","Y","Y1057","SY","SYVU","SYVU","Syngria Vulgaris",39.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3162",3162,"Loyola",2,"Private","Private","Y","Y1058","SY","SYVU","SYVU","Syngria Vulgaris",41.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3163",3163,"Loyola",2,"Private","Private","Y","Y1060","SY","SYVU","SYVU","Syringa Vulgaris",33.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3164",3164,"Loyola",2,"Private","Private","Y","Y1062","SY","SYVU","SYVU","Syringa Vulgaris",17.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3165",3165,"Loyola",2,"Private","Private","Y","Y1062","SY","SYVU","SYVU","Syringa Vulgaris",12.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3166",3166,"Loyola",2,"Private","Private","Y","Y1062","SY","SYVU","SYVU","Syringa Vulgaris",24.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3167",3167,"Loyola",2,"Private","Private","Y","Y1064","SY","SYVU","SYVU","Syringa Vulgaris",8.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3168",3168,"Loyola",2,"Private","Private","Y","Y1065","SY","SYVU","SYVU","Syringa Vulgaris",63.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3169",3169,"Loyola",2,"Private","Private","Y","Y1067","SY","SYVU","SYVU","Syringa Vulgaris",17.4,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3170",3170,"Loyola",2,"Private","Private","Y","Y1068","SY","SYVU","SYVU","Syringa Vulgaris",18.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3171",3171,"Loyola",2,"Private","Private","Y","Y1069","SY","SYVU","SYVU","Syringa Vulgaris",56.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3172",3172,"Loyola",2,"Private","Private","Y","Y1075","SY","SYVU","SYVU","Syngria Vulgaris",31.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3173",3173,"Loyola",2,"Private","Private","Y","Y1075","SY","SYVU","SYVU","Syngria Vulgaris",17.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3174",3174,"Loyola",2,"Private","Private","Y","Y1080","SY","SYVU","SYVU","Syngria Vulgaris",35.7,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3175",3175,"Loyola",2,"Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",20,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3176",3176,"Loyola",2,"Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",7.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3177",3177,"Loyola",2,"Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",9.9,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3178",3178,"Loyola",2,"Private","Private","Y","Y1082","SY","SYVU","SYVU","Syringa Vulgaris",9.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3179",3179,"Loyola",2,"Private","Private","Y","Y1085","SY","SYVU","SYVU","Syngria Vulgaris",5.1,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3180",3180,"Loyola",2,"Private","Private","Y","Y1085","SY","SYVU","SYVU","Syringa Vulgaris",18,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3181",3181,"Loyola",2,"Private","Private","Y","Y1086","SY","SYVU","SYVU","Syngria Vulgaris",32.8,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3182",3182,"Loyola",2,"Private","Private","Y","Y1087","SY","SYVU","SYVU","Syngria Vulgaris",69.5,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3183",3183,"Loyola",2,"Private","Private","Y","Y1089","SY","SYVU","SYVU","Syngria Vulgaris",29.3,138,"SYVU","Syringa Vulgaris ","Common Lilac","N","N","USDA/TC/Mortens",""
"3184",3184,"Loyola",2,"Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",30.3,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3185",3185,"Loyola",2,"Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",51.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3186",3186,"Loyola",2,"Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",56.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3187",3187,"Loyola",2,"Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",31.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3188",3188,"Loyola",2,"Public","Park","P","P1004","TA","TACA","TACA","Taxus Canadensis",47.3,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3189",3189,"Loyola",2,"Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",24.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3190",3190,"Loyola",2,"Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",43.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3191",3191,"Loyola",2,"Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",66.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3192",3192,"Loyola",2,"Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",12.2,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3193",3193,"Loyola",2,"Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",17.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3194",3194,"Loyola",2,"Private","Inst","I","I1002","TA","TACA","TACA","Taxus Canadensis",7.7,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3195",3195,"Loyola",2,"Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",13.9,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3196",3196,"Loyola",2,"Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",7.3,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3197",3197,"Loyola",2,"Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",8.2,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3198",3198,"Loyola",2,"Private","Private","Y","Y1012","TA","TACA","TACA","Taxus Canadensis",7.2,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3199",3199,"Loyola",2,"Private","Private","Y","Y1028","TA","TACA","TACA","Taxus Canadensis",16.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3200",3200,"Loyola",2,"Private","Private","Y","Y1029","TA","TACA","TACA","Taxus Canadensis",6.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3201",3201,"Loyola",2,"Private","Private","Y","Y1029","TA","TACA","TACA","Taxus Canadensis",6.5,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3202",3202,"Loyola",2,"Private","Private","Y","Y1033","TA","TACA","TACA","Taxus Canadensis",20.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3203",3203,"Loyola",2,"Private","Private","Y","Y1037","TA","TACA","TACA","Taxus Canadensis",7.8,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3204",3204,"Loyola",2,"Private","Private","Y","Y1040","TA","TACA","TACA","Taxus Canadensis",18.2,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3205",3205,"Loyola",2,"Private","Private","Y","Y1044","TA","TACA","TACA","Taxus Canadensis",5.6,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3206",3206,"Loyola",2,"Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",8.7,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3207",3207,"Loyola",2,"Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",7.3,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3208",3208,"Loyola",2,"Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",10.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3209",3209,"Loyola",2,"Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",8.3,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3210",3210,"Loyola",2,"Private","Private","Y","Y1051","TA","TACA","TACA","Taxus Canadensis",5.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3211",3211,"Loyola",2,"Private","Private","Y","Y1054","TA","TACA","TACA","Taxus Canadensis",18.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3212",3212,"Loyola",2,"Private","Private","Y","Y1055","TA","TACA","TACA","Taxus Canadensis",8.5,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3213",3213,"Loyola",2,"Private","Private","Y","Y1060","TA","TACA","TACA","Taxus Canadensis",15.9,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3214",3214,"Loyola",2,"Private","Private","Y","Y1064","TA","TACA","TACA","Taxus Canadensis",56.8,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3215",3215,"Loyola",2,"Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",21.6,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3216",3216,"Loyola",2,"Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",27.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3217",3217,"Loyola",2,"Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",56.3,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3218",3218,"Loyola",2,"Private","Private","Y","Y1073","TA","TACA","TACA","Taxus Canadensis",39.9,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3219",3219,"Loyola",2,"Private","Private","Y","Y1075","TA","TACA","TACA","Taxus Canadensis",30.1,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3220",3220,"Loyola",2,"Private","Private","Y","Y1075","TA","TACA","TACA","Taxus Canadensis",14.6,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3221",3221,"Loyola",2,"Private","Private","Y","Y1081","TA","TACA","TACA","Taxus Canadensis",12.8,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3222",3222,"Loyola",2,"Private","Private","Y","Y1081","TA","TACA","TACA","Taxus Canadensis",11.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3223",3223,"Loyola",2,"Private","Private","Y","Y1081","TA","TACA","TACA","Taxus Canadensis",4.8,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3224",3224,"Loyola",2,"Private","Private","Y","Y1090","TA","TACA","TACA","Taxus Canadensis",13.4,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3225",3225,"Loyola",2,"Private","Private","Y","Y1090","TA","TACA","TACA","Taxus Canadensis",17.9,139,"TACA","Taxus Canadensis","Canadian Yew","Y","Y","USDA/TC/LM",""
"3226",3226,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",12.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3227",3227,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",12.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3228",3228,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",12.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3229",3229,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",13,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3230",3230,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",13.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3231",3231,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",13.5,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3232",3232,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3233",3233,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3234",3234,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3235",3235,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3236",3236,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3237",3237,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3238",3238,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3239",3239,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",14.6,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3240",3240,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",15.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3241",3241,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",15.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3242",3242,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",15.7,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3243",3243,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.2,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3244",3244,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3245",3245,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.3,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3246",3246,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3247",3247,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
"3248",3248,"Loyola",2,"Public","Park","P","P1001","TH","THOC","THOC","Thuja Occidentalis",16.4,140,"THOC","Thuja occidentalis","Eastern White Cedar","Y","Y","USDA/TC/LM",""
